GeoName,State,County,LineCode,Description,Unit,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Houston, AL",AL,Houston,1,Personal income (thousands of dollars),Thousands of dollars,1405778,1526840,1547971,1640705,1755896,1802540,1892395,2035948,2126275,2216575,2406671,2486864,2567072,2795579,2966375,3202650,3391167,3433822,3401706,3616139,3759784,3815591,3818671,3927156,4071631,4162847,4314958,4527737,4727293
"Houston, AL",AL,Houston,2,Population (persons) 1/,Number of persons,82640,83763,84693,84377,85022,86130,86808,87469,88256,88943,89490,89940,91321,92593,93903,95846,97727,99183,100500,101798,102488,103371,103643,104158,104260,104218,104378,104770,105882
"Houston, AL",AL,Houston,3,Per capita personal income (dollars) 2/,Dollars,17011,18228,18277,19445,20652,20928,21800,23276,24092,24921,26893,27650,28110,30192,31590,33415,34700,34621,33848,35523,36685,36912,36844,37704,39053,39944,41340,43216,44647
"Jackson, AL",AL,Jackson,1,Personal income (thousands of dollars),Thousands of dollars,746360,791013,828724,864835,907154,951022,1002919,1043181,1102229,1194560,1205415,1206883,1266908,1346855,1407684,1459567,1522793,1576821,1533721,1566816,1612980,1669025,1708860,1750547,1792986,1810844,1864073,1918362,1978062
"Jackson, AL",AL,Jackson,2,Population (persons) 1/,Number of persons,48595,49247,49907,50230,50948,51873,52121,52976,53433,53979,53997,53758,53711,53525,53332,53483,53333,53525,53461,53184,53214,53079,52957,52562,52195,51988,51828,51621,51626
"Jackson, AL",AL,Jackson,3,Per capita personal income (dollars) 2/,Dollars,15359,16062,16605,17217,17805,18334,19242,19692,20628,22130,22324,22450,23587,25163,26395,27290,28553,29460,28689,29460,30311,31444,32269,33304,34352,34832,35967,37162,38315
"Jefferson, AL",AL,Jefferson,1,Personal income (thousands of dollars),Thousands of dollars,12918909,13730317,14274792,15135160,16001018,16703236,17441462,18577392,19222016,20720096,20766400,21416447,22192405,23762785,24803034,26442801,27131403,27790990,26500986,27718302,28679713,30086864,29706376,30897715,32467641,32979113,34907850,36644708,37755657
"Jefferson, AL",AL,Jefferson,2,Population (persons) 1/,Number of persons,656878,660713,663178,665429,666106,665943,664268,664457,662845,662033,660197,657518,657513,656023,654919,655893,655163,656510,658441,658215,658109,658061,659265,659972,660455,660343,659599,659429,658573
"Jefferson, AL",AL,Jefferson,3,Per capita personal income (dollars) 2/,Dollars,19667,20781,21525,22745,24022,25082,26257,27959,28999,31298,31455,32572,33752,36222,37872,40316,41412,42331,40248,42111,43579,45720,45060,46817,49160,49942,52923,55570,57329
"Lamar, AL",AL,Lamar,1,Personal income (thousands of dollars),Thousands of dollars,220677,231613,242077,249443,266498,271923,280199,297929,300554,305254,317851,317439,320718,323275,339004,344400,364196,375015,372352,389139,405310,418004,422020,424727,439492,446852,453451,469268,485217
"Lamar, AL",AL,Lamar,2,Population (persons) 1/,Number of persons,15717,15650,15808,15798,15784,15779,15833,15855,15889,15923,15632,15446,15258,15075,15009,14816,14901,14799,14689,14496,14291,14248,14212,14067,13927,13928,13882,13882,13805
"Lamar, AL",AL,Lamar,3,Per capita personal income (dollars) 2/,Dollars,14041,14800,15314,15790,16884,17233,17697,18791,18916,19171,20333,20552,21020,21444,22587,23245,24441,25341,25349,26845,28361,29338,29695,30193,31557,32083,32665,33804,35148
"Lauderdale, AL",AL,Lauderdale,1,Personal income (thousands of dollars),Thousands of dollars,1333119,1431756,1489370,1584240,1688586,1744287,1787253,1847686,1899674,1971651,2060631,2075033,2152404,2296547,2431784,2568880,2713536,2761612,2742743,2877490,2971734,3021734,3032011,3174585,3250373,3284123,3340874,3471469,3593998
"Lauderdale, AL",AL,Lauderdale,2,Population (persons) 1/,Number of persons,81176,82347,83604,84332,85260,86155,86440,87113,87590,88039,87791,87627,88103,88732,89358,90294,91107,92202,92526,92737,92607,92662,92701,93000,92459,92425,92564,92604,92729
"Lauderdale, AL",AL,Lauderdale,3,Per capita personal income (dollars) 2/,Dollars,16423,17387,17815,18786,19805,20246,20676,21210,21688,22395,23472,23680,24431,25882,27214,28450,29784,29952,29643,31028,32090,32610,32707,34135,35155,35533,36093,37487,38758
"Lawrence, AL",AL,Lawrence,1,Personal income (thousands of dollars),Thousands of dollars,442953,477300,493636,534555,549446,570305,587806,656433,685823,697554,726064,710944,757262,812072,831396,853390,914620,941809,932946,946863,964709,995332,1048118,1065540,1060038,1044125,1085086,1122759,1153613
"Lawrence, AL",AL,Lawrence,2,Population (persons) 1/,Number of persons,32178,32335,32712,32697,33177,33572,33857,34121,34537,34874,34870,34698,34488,34318,34435,34028,34293,34196,34315,34342,34051,33806,33575,33444,33135,33227,33063,32941,32924
"Lawrence, AL",AL,Lawrence,3,Per capita personal income (dollars) 2/,Dollars,13766,14761,15090,16349,16561,16988,17361,19238,19858,20002,20822,20489,21957,23663,24144,25079,26671,27541,27188,27572,28331,29442,31217,31860,31991,31424,32819,34084,35039
"Lee, AL",AL,Lee,1,Personal income (thousands of dollars),Thousands of dollars,1337279,1461242,1552650,1657056,1784325,1872181,2018792,2169346,2303096,2426741,2496907,2618477,2795736,3050305,3244253,3497039,3730858,3976256,3959421,4131431,4436858,4734318,4844011,5126011,5415988,5720244,5948184,6280809,6545660
"Lee, AL",AL,Lee,2,Population (persons) 1/,Number of persons,89508,91572,94295,96057,99386,102185,106578,109936,112898,115430,116819,118392,120071,122274,126133,129247,131934,134524,138566,140794,144130,148567,151809,154511,156954,159168,161440,163656,164542
"Lee, AL",AL,Lee,3,Per capita personal income (dollars) 2/,Dollars,14940,15957,16466,17251,17953,18321,18942,19733,20400,21023,21374,22117,23284,24946,25721,27057,28278,29558,28574,29344,30784,31867,31909,33176,34507,35938,36845,38378,39781
"Limestone, AL",AL,Limestone,1,Personal income (thousands of dollars),Thousands of dollars,919636,1005173,1035983,1103404,1148810,1195684,1253521,1364512,1402964,1491068,1541188,1586371,1736401,1807305,1954449,2147005,2336692,2576777,2654006,2798921,3016488,3164477,3224254,3341250,3485110,3643103,3877373,4163133,4445880
"Limestone, AL",AL,Limestone,2,Population (persons) 1/,Number of persons,55654,57121,58482,59297,60076,61085,62411,63729,64880,65966,66936,67677,68578,69593,71303,73651,76063,78835,81326,83181,85557,87326,88916,90599,91565,92847,94130,96177,98915
"Limestone, AL",AL,Limestone,3,Per capita personal income (dollars) 2/,Dollars,16524,17597,17715,18608,19123,19574,20085,21411,21624,22604,23025,23440,25320,25970,27410,29151,30720,32686,32634,33649,35257,36238,36262,36880,38062,39238,41192,43286,44946
"Lowndes, AL",AL,Lowndes,1,Personal income (thousands of dollars),Thousands of dollars,147712,153909,162301,172563,181068,188900,202029,212554,228021,240792,259445,256001,268302,295749,301727,309100,334187,339342,341220,349943,349943,358947,375701,381978,390481,378368,394013,396923,396674
"Lowndes, AL",AL,Lowndes,2,Population (persons) 1/,Number of persons,12702,12740,12842,12864,13092,13004,13067,13239,13361,13471,13329,13231,12996,12623,12397,12124,11973,11813,11486,11289,11140,10851,10661,10494,10350,10248,10097,9974,9726
"Lowndes, AL",AL,Lowndes,3,Per capita personal income (dollars) 2/,Dollars,11629,12081,12638,13414,13830,14526,15461,16055,17066,17875,19465,19349,20645,23429,24339,25495,27912,28726,29707,30999,31413,33080,35241,36400,37728,36921,39023,39796,40785
"Macon, AL",AL,Macon,1,Personal income (thousands of dollars),Thousands of dollars,288328,305779,316307,334657,348424,359878,360782,371416,381766,389009,405822,409780,425506,456835,467677,486053,499968,518476,534818,548606,560226,556365,557354,562519,579754,588868,598021,610744,630590
"Macon, AL",AL,Macon,2,Population (persons) 1/,Number of persons,24626,24915,24779,24445,24150,24201,23844,24041,24085,24047,23925,23563,23110,22685,22388,22227,21942,21597,21190,21505,21284,20608,20021,19641,19296,19060,18793,18321,18068
"Macon, AL",AL,Macon,3,Per capita personal income (dollars) 2/,Dollars,11708,12273,12765,13690,14427,14870,15131,15449,15851,16177,16962,17391,18412,20138,20890,21868,22786,24007,25239,25511,26321,26998,27838,28640,30045,30895,31821,33336,34901
"Madison, AL",AL,Madison,1,Personal income (thousands of dollars),Thousands of dollars,5234680,5689092,5837840,6003271,6298025,6564185,7016311,7486846,7666070,8271819,8490781,8800218,9281978,9976121,10722499,11576457,12436940,13275526,13360819,14020036,14774629,15163647,15253231,15835571,16583563,17205641,17983414,19088069,20140928
"Madison, AL",AL,Madison,2,Population (persons) 1/,Number of persons,246398,254049,262516,266323,265495,266447,267870,272798,274692,278006,281517,286439,291342,295655,301474,309170,315859,323526,330856,336095,339565,342730,346625,349796,352977,356729,361762,367004,372909
"Madison, AL",AL,Madison,3,Per capita personal income (dollars) 2/,Dollars,21245,22394,22238,22541,23722,24636,26193,27445,27908,29754,30161,30723,31859,33742,35567,37444,39375,41034,40383,41715,43510,44244,44005,45271,46982,48232,49711,52011,54010
"Marengo, AL",AL,Marengo,1,Personal income (thousands of dollars),Thousands of dollars,325171,347306,362730,388501,402276,418210,433513,458871,484378,491754,491458,504118,508489,551924,580672,609730,620969,630878,618564,641406,659592,673919,681725,700580,713632,718549,730597,766229,784073
"Marengo, AL",AL,Marengo,2,Population (persons) 1/,Number of persons,23031,23088,23210,23178,23117,22984,22983,22753,22519,22564,22203,22217,22025,21777,21569,21531,21475,21331,21170,20956,20661,20375,20119,19986,19766,19525,19396,19056,18863
"Marengo, AL",AL,Marengo,3,Per capita personal income (dollars) 2/,Dollars,14119,15043,15628,16762,17402,18196,18862,20167,21510,21794,22135,22691,23087,25344,26922,28319,28916,29576,29219,30607,31924,33076,33885,35054,36104,36801,37667,40209,41567
"Marion, AL",AL,Marion,1,Personal income (thousands of dollars),Thousands of dollars,380093,414083,441026,471597,512773,533348,555049,590317,597001,583087,586929,600777,616798,679257,724667,734636,768148,782416,770577,794902,803768,834081,850201,886394,920517,918153,956008,987373,1010119
"Marion, AL",AL,Marion,2,Population (persons) 1/,Number of persons,29679,29887,30213,30494,30920,31409,31532,31539,31264,31137,30777,30608,30554,30516,30494,30779,30849,30918,30646,30816,30652,30484,30224,30199,30119,29960,29792,29750,29709
"Marion, AL",AL,Marion,3,Per capita personal income (dollars) 2/,Dollars,12807,13855,14597,15465,16584,16981,17603,18717,19095,18726,19070,19628,20187,22259,23764,23868,24900,25306,25144,25795,26222,27361,28130,29352,30563,30646,32089,33189,34000
"Marshall, AL",AL,Marshall,1,Personal income (thousands of dollars),Thousands of dollars,1164686,1291043,1388666,1483321,1606546,1623464,1648054,1732044,1748387,1812760,1934240,1957817,2070409,2196451,2301246,2387089,2519163,2620338,2670362,2767542,2787085,2925574,2945790,3052827,3216264,3228933,3345325,3485514,3614037
"Marshall, AL",AL,Marshall,2,Population (persons) 1/,Number of persons,71974,73589,75534,77310,78924,80283,81071,81465,81992,82429,82477,83417,84348,85131,86516,88209,89605,91072,92213,93122,93895,94260,94356,94257,94585,95113,95572,96170,96774
"Marshall, AL",AL,Marshall,3,Per capita personal income (dollars) 2/,Dollars,16182,17544,18385,19187,20356,20222,20329,21261,21324,21992,23452,23470,24546,25801,26599,27062,28114,28772,28959,29720,29683,31037,31220,32388,34004,33948,35003,36243,37345
"Mobile, AL",AL,Mobile,1,Personal income (thousands of dollars),Thousands of dollars,5916282,6354170,6636961,6941100,7256961,7559744,7894324,8481082,8535438,8821693,9260512,9412855,9638489,10067837,10870742,12014994,12421464,12878522,12584582,13183118,13935951,13885056,14041658,14360513,14990499,15100452,15481180,16056031,16574614
"Mobile, AL",AL,Mobile,2,Population (persons) 1/,Number of persons,382978,388097,393740,395685,395664,396163,397917,398479,399323,400073,400129,398549,398082,397959,398942,402916,405715,409196,411994,413315,413068,413816,413918,414149,414462,414945,414045,413908,413210
"Mobile, AL",AL,Mobile,3,Per capita personal income (dollars) 2/,Dollars,15448,16373,16856,17542,18341,19082,19839,21284,21375,22050,23144,23618,24212,25299,27249,29820,30616,31473,30546,31896,33738,33554,33924,34675,36169,36391,37390,38791,40112
"Monroe, AL",AL,Monroe,1,Personal income (thousands of dollars),Thousands of dollars,352844,358312,367559,391836,407030,427135,446622,459695,469139,474739,493051,482466,505823,552018,567126,580365,603668,638386,613809,628395,631805,626475,637336,652013,689786,689813,697879,707584,729266
"Monroe, AL",AL,Monroe,2,Population (persons) 1/,Number of persons,23948,24162,24476,24674,24802,24802,24617,24500,24440,24319,24120,24022,23853,23769,23683,23602,23437,23393,23218,23005,22796,22581,22170,21926,21717,21548,21290,21062,20733
"Monroe, AL",AL,Monroe,3,Per capita personal income (dollars) 2/,Dollars,14734,14830,15017,15881,16411,17222,18143,18763,19196,19521,20442,20084,21206,23224,23947,24590,25757,27290,26437,27316,27716,27743,28748,29737,31762,32013,32780,33595,35174
"Montgomery, AL",AL,Montgomery,1,Personal income (thousands of dollars),Thousands of dollars,4132811,4443186,4621487,4890377,5141435,5330863,5560809,5851486,6049745,6335313,6315141,6595301,6860984,7305185,7594058,8008912,8130559,8138173,7993864,8191849,8598120,8573654,8642182,8867489,9230805,9462222,9711528,9959136,10300413
"Montgomery, AL",AL,Montgomery,2,Population (persons) 1/,Number of persons,212685,215742,218667,220870,222041,222834,223792,224224,223548,223428,223048,223185,222680,223002,223608,227291,227888,227461,227607,229505,229189,228874,228190,227551,227279,227170,227265,226504,226486
"Montgomery, AL",AL,Montgomery,3,Per capita personal income (dollars) 2/,Dollars,19432,20595,21135,22141,23155,23923,24848,26097,27062,28355,28313,29551,30811,32758,33961,35236,35678,35778,35121,35694,37515,37460,37873,38969,40614,41653,42732,43969,45479
"Morgan, AL",AL,Morgan,1,Personal income (thousands of dollars),Thousands of dollars,1861516,1996019,2071040,2194596,2307253,2399142,2503909,2648294,2728435,2811011,2879670,2900493,3041837,3211865,3351847,3542532,3679245,3804436,3740204,3871709,3970145,4073663,4102047,4259321,4378550,4445447,4593883,4794738,4995546
"Morgan, AL",AL,Morgan,2,Population (persons) 1/,Number of persons,102040,103624,105302,106250,107227,108015,109102,110071,110670,111221,111682,111766,112898,113006,113964,115491,116397,117694,118954,119608,120024,120102,119571,119444,119257,119006,118918,119203,119679
"Morgan, AL",AL,Morgan,3,Per capita personal income (dollars) 2/,Dollars,18243,19262,19668,20655,21517,22211,22950,24060,24654,25274,25785,25951,26943,28422,29411,30674,31609,32325,31442,32370,33078,33918,34306,35660,36715,37355,38631,40223,41741
"Perry, AL",AL,Perry,1,Personal income (thousands of dollars),Thousands of dollars,137563,151167,153698,162553,167637,172336,183360,190228,201546,206425,206580,206962,219209,232900,246720,248247,254968,264296,263394,276819,282360,276567,286455,268594,280613,285230,294600,288618,299181
"Perry, AL",AL,Perry,2,Population (persons) 1/,Number of persons,12366,12230,12277,12313,12451,12222,12158,12183,12001,11809,11645,11549,11301,11153,10881,10677,10774,10722,10690,10563,10450,10163,9999,9801,9640,9532,9302,9070,8923
"Perry, AL",AL,Perry,3,Per capita personal income (dollars) 2/,Dollars,11124,12360,12519,13202,13464,14100,15081,15614,16794,17480,17740,17920,19397,20882,22674,23251,23665,24650,24639,26206,27020,27213,28648,27405,29109,29923,31671,31821,33529
"Pickens, AL",AL,Pickens,1,Personal income (thousands of dollars),Thousands of dollars,261637,285077,299699,310949,321647,340851,359081,377341,403276,400045,428873,433716,457256,489488,525345,513109,541443,556543,564117,576637,572727,588976,615580,621494,642947,634365,649430,661084,675430
"Pickens, AL",AL,Pickens,2,Population (persons) 1/,Number of persons,20744,20937,20991,20910,20902,20995,20960,21026,21036,20881,20873,20835,20527,20380,20192,20128,19989,19951,19814,19749,19354,19309,19300,20272,20776,20325,20204,19980,19930
"Pickens, AL",AL,Pickens,3,Per capita personal income (dollars) 2/,Dollars,12613,13616,14277,14871,15388,16235,17132,17946,19171,19158,20547,20817,22276,24018,26017,25492,27087,27895,28471,29198,29592,30503,31895,30658,30947,31211,32144,33087,33890
"Pike, AL",AL,Pike,1,Personal income (thousands of dollars),Thousands of dollars,406270,442264,466072,504544,521548,540866,566455,589859,628489,631285,665472,690241,729733,800549,843219,874783,925713,951982,977319,1045381,1069582,1052947,1041938,1105943,1166848,1174493,1215417,1248010,1273991
"Pike, AL",AL,Pike,2,Population (persons) 1/,Number of persons,28123,28380,28694,29202,29113,29019,29314,29570,29469,29748,29844,29695,30050,30593,30772,31309,31761,32149,32560,32970,33025,33215,33715,33199,33496,33464,33349,33242,33114
"Pike, AL",AL,Pike,3,Per capita personal income (dollars) 2/,Dollars,14446,15584,16243,17278,17915,18638,19324,19948,21327,21221,22298,23244,24284,26168,27402,27940,29146,29612,30016,31707,32387,31701,30904,33313,34835,35097,36445,37543,38473
"Randolph, AL",AL,Randolph,1,Personal income (thousands of dollars),Thousands of dollars,270696,287500,309205,326448,333044,348390,368495,390765,399472,413658,441177,456533,478172,522670,540274,559358,600089,633616,619926,631754,605837,623708,644780,679510,723905,702715,736886,760016,768092
"Randolph, AL",AL,Randolph,2,Population (persons) 1/,Number of persons,20287,20709,20971,21104,21258,21494,21443,21694,22072,22377,22465,22464,22359,22525,22658,22695,22662,22946,22864,22937,22745,22533,22547,22353,22594,22504,22687,22727,22722
"Randolph, AL",AL,Randolph,3,Per capita personal income (dollars) 2/,Dollars,13343,13883,14744,15469,15667,16209,17185,18013,18099,18486,19638,20323,21386,23204,23845,24647,26480,27613,27114,27543,26636,27680,28597,30399,32040,31226,32481,33441,33804
"Russell, AL",AL,Russell,1,Personal income (thousands of dollars),Thousands of dollars,669071,725195,760354,798850,850999,856185,905273,936963,957646,992395,1078219,1105674,1151511,1182018,1219452,1270523,1305203,1332237,1378947,1510104,1626490,1682160,1705014,1718821,1800850,1792611,1856119,1886926,1969855
